Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Bulgaria,BGR,5,5,5,5,5,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Burkina Faso,BFA,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Burundi,BDI,0,0,0,0,0,1,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Cabo Verde,CPV,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Cambodia,KHM,5,5,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Cameroon,CMR,1,1,1,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Canada,CAN,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Central African Republic,CAF,0,0,0,0,0,1,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Chad,TCD,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Chile,CHL,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,China,CHN,6,6,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Colombia,COL,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Comoros,COM,0,2,2,2,2,2,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Congo, Dem. Rep.",COD,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Congo, Rep.",COG,2,2,2,1,1,2,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Costa Rica,CRI,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Cote d'Ivoire,CIV,0,0,0,0,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Croatia,HRV,6,6,6,6,6,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Cuba,CUB,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Cyprus,CYP,4,6,5,5,5,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Czechia,CZE,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Denmark,DNK,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Djibouti,DJI,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Dominica,DMA,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Dominican Republic,DOM,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Ecuador,ECU,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Egypt, Arab Rep.",EGY,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,El Salvador,SLV,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Equatorial Guinea,GNQ,2,2,2,2,2,2,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Eritrea,ERI,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Estonia,EST,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Eswatini,SWZ,6,6,6,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Ethiopia,ETH,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Fiji,FJI,5,5,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Finland,FIN,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,France,FRA,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Gabon,GAB,2,2,2,2,2,2,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Gambia, The",GMB,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Georgia,GEO,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Germany,DEU,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Ghana,GHA,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Greece,GRC,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Grenada,GRD,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Guam,GUM,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Guatemala,GTM,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Guinea,GIN,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Guinea-Bissau,GNB,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Guyana,GUY,0,0,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Haiti,HTI,0,0,0,0,0,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Honduras,HND,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Hong Kong SAR, China",HKG,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Hungary,HUN,5,5,5,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Iceland,ISL,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,India,IND,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Indonesia,IDN,6,6,6,7,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Iran, Islamic Rep.",IRN,7,7,7,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Iraq,IRQ,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Ireland,IRL,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Israel,ISR,7,7,7,7,7,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Italy,ITA,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Jamaica,JAM,6,7,7,7,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Japan,JPN,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Jordan,JOR,0,0,0,6,7,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Kazakhstan,KAZ,7,7,7,7,7,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Kenya,KEN,0,7,7,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Kiribati,KIR,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Korea, Rep.",KOR,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Kosovo,XKX,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Kuwait,KWT,6,6,6,6,6,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Kyrgyz Republic,KGZ,5,6,6,7,7,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Lao PDR,LAO,0,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Latvia,LVA,6,6,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Lebanon,LBN,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Lesotho,LSO,0,0,5,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Liberia,LBR,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Libya,LBY,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Liechtenstein,LIE,..,..,..,..,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Lithuania,LTU,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Luxembourg,LUX,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Madagascar,MDG,0,0,0,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Malawi,MWI,0,0,0,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Malaysia,MYS,7,7,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Maldives,MDV,5,5,5,5,5,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Mali,MLI,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Malta,MLT,0,0,4,4,5,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Marshall Islands,MHL,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Mauritania,MRT,0,2,3,3,4,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Mauritius,MUS,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Mexico,MEX,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Micronesia, Fed. Sts.",FSM,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Moldova,MDA,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Monaco,MCO,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Mongolia,MNG,6,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Montenegro,MNE,5,5,5,5,5,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Morocco,MAR,6,6,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Mozambique,MOZ,4,4,4,4,4,4,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Myanmar,MMR,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Namibia,NAM,6,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Nauru,NRU,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Nepal,NPL,0,0,0,0,0,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Netherlands,NLD,6,6,6,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,New Zealand,NZL,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Nicaragua,NIC,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Niger,NER,0,0,0,0,0,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Nigeria,NGA,6,6,6,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,North Macedonia,MKD,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Norway,NOR,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Oman,OMN,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Pakistan,PAK,3,3,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Palau,PLW,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Panama,PAN,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Papua New Guinea,PNG,0,5,5,5,5,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Paraguay,PRY,8,8,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Peru,PER,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Philippines,PHL,6,6,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Poland,POL,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Portugal,PRT,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Puerto Rico,PRI,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Qatar,QAT,5,5,5,6,7,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Romania,ROU,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Russian Federation,RUS,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Rwanda,RWA,7,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Samoa,WSM,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,San Marino,SMR,0,0,0,0,5,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Sao Tome and Principe,STP,5,5,5,5,5,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Saudi Arabia,SAU,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Senegal,SEN,0,0,0,0,0,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Serbia,SRB,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Seychelles,SYC,0,5,5,5,5,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Sierra Leone,SLE,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Singapore,SGP,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Slovak Republic,SVK,6,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Slovenia,SVN,4,4,4,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Solomon Islands,SLB,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Somalia,SOM,..,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,South Africa,ZAF,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,South Sudan,SSD,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Spain,ESP,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Sri Lanka,LKA,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,St. Kitts and Nevis,KNA,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,St. Lucia,LCA,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,St. Vincent and the Grenadines,VCT,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Sudan,SDN,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Suriname,SUR,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Sweden,SWE,5,5,5,5,5,5,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Switzerland,CHE,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Syrian Arab Republic,SYR,2,2,2,2,2,2,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Tajikistan,TJK,6,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Tanzania,TZA,0,0,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Thailand,THA,6,6,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Timor-Leste,TLS,4,4,4,4,4,4,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Togo,TGO,0,0,0,0,0,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Tonga,TON,3,3,3,4,4,4,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Trinidad and Tobago,TTO,6,6,6,6,6,6,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Tunisia,TUN,5,5,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Turkiye,TUR,7,7,7,7,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Uganda,UGA,0,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Ukraine,UKR,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,United Arab Emirates,ARE,7,7,7,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,United Kingdom,GBR,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,United States,USA,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Uruguay,URY,8,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Uzbekistan,UZB,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Vanuatu,VUT,3,4,4,4,4,4,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Venezuela, RB",VEN,7,7,7,7,7,7,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Viet Nam,VNM,6,7,7,7,7,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,West Bank and Gaza,PSE,7,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,"Yemen, Rep.",YEM,0,0,0,0,0,0,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Zambia,ZMB,7,8,8,8,8,8,..,..,..,..
Depth of credit information index (0=low to 8=high),IC.CRD.INFO.XQ,Zimbabwe,ZWE,4,5,5,4,6,7,..,..,..,..
